Temperature,Humidity,CO2,HumidityRatio,Occupancy
21.16666667,25.35666667,450.3333333,0.003936616,0
21.16666667,25.39,450,0.003941824,0
21.15,25.39,453.5,0.003937767,0
21.1,25.39,454,0.003925619,0
21.15,25.39,452.5,0.003937767,0
21.1,25.39,454,0.003925619,0
21.1,25.39,457,0.003925619,0
21.1,25.46333333,450.3333333,0.003937029,0
21.1,25.5,451,0.003942734,0
21.1,25.5,451,0.003942734,0
21.05,25.445,449,0.003922035,0
21.1,25.5,449,0.003942734,0
21.05,25.445,450,0.003922035,0
21.05,25.445,449,0.003922035,0
21.1,25.5,445,0.003942734,0
21,25.39,443,0.003901421,0
21.1,25.5,446.5,0.003942734,0
21.1,25.5,446,0.003942734,0
21.1,25.5,451.5,0.003942734,0
21.1,25.39,445,0.003925619,0
21.1,25.39,449,0.003925619,0
21.1,25.39,451.6666667,0.003925619,0
21.1,25.39,452,0.003925619,0
21.1,25.39,451,0.003925619,0
21.05,25.34,450,0.003905749,0
21.1,25.39,450,0.003925619,0
21.1,25.39,448,0.003925619,0
21.1,25.39,450.6666667,0.003925619,0
21.1,25.39,450,0.003925619,0
21.15,25.39,446,0.003937767,0
21.1,25.39,444,0.003925619,0
21.125,25.39,447.5,0.003931689,0
21.13333333,25.39,443.3333333,0.003933714,0
21.1,25.34,443.5,0.00391784,0
21.1,25.34,444,0.00391784,0
21.15,25.34,449,0.003929964,0
21.2,25.29,449.3333333,0.003934293,0
21.15,25.29,448,0.003922161,0
21.15,25.245,449.5,0.003915138,0
21.2,25.245,450,0.003927249,0
21.2,25.2,447,0.003920204,0
21.2,25.2,446,0.003920204,0
21.13333333,25.2,443,0.003904093,0
21.16666667,25.2,444,0.003912141,0
21.2,25.2,444.5,0.003920204,0
21.2,25.2,445,0.003920204,0
21.2,25.2,451,0.003920204,0
21.2,25.2,450,0.003920204,0
21.2,25.2,444,0.003920204,0
21.2,25.2,443,0.003920204,0
21.2,25.1,438.5,0.00390455,0
21.2,25.1,441,0.00390455,0
21.2,25.1,444,0.00390455,0
21.2,25.15,441.5,0.003912377,0
21.2,25.1,441,0.00390455,0
21.2,25.1,439.5,0.00390455,0
21.2,25.1,441,0.00390455,0
21.2,25.1,442,0.00390455,0
21.2,25.1,441,0.00390455,0
21.2,25.1,436,0.00390455,0
21.2,25.1,442.5,0.00390455,0
21.2,25.1,446,0.00390455,0
21.2,25.1,443,0.00390455,0
21.2,25.1,437.5,0.00390455,0
21.2,25.1,440.5,0.00390455,0
21.2,25.05,439.5,0.003896723,0
21.2,25,443,0.003888897,0
21.2,25,443,0.003888897,0
21.2,25,438.5,0.003888897,0
21.2,25,438,0.003888897,0
21.2,25,442.3333333,0.003888897,0
21.2,25,448,0.003888897,0
21.2,25.1,447.5,0.00390455,0
21.125,25.1,445.75,0.003886501,0
21.1,25,439,0.003864945,0
21.1,25.1,440,0.003880502,0
21.1,25.1,441.5,0.003880502,0
21.1,25.06666667,439,0.003875316,0
21.1,25,439,0.003864945,0
21.1,25.1,437.5,0.003880502,0
21.05,25.05,437.5,0.003860772,0
21.1,25.1,439.3333333,0.003880502,0
21.1,25.1,443,0.003880502,0
21,25,440.5,0.003841124,0
21,25,442.3333333,0.003841124,0
21,25,440.6666667,0.003841124,0
21,25,440,0.003841124,0
21,25,439,0.003841124,0
21,25,442,0.003841124,0
21,25,443.5,0.003841124,0
21,25,445,0.003841124,0
21,25,445,0.003841124,0
21,25.05,442.5,0.003848854,0
21,25.1,440,0.003856584,0
21,25,439.5,0.003841124,0
21,25,438.5,0.003841124,0
21,25,435,0.003841124,0
21,25,439.5,0.003841124,0
21,25,440.5,0.003841124,0
21,25,439.5,0.003841124,0
21,25,441,0.003841124,0
21,25,442,0.003841124,0
21,25,445,0.003841124,0
21,25,444,0.003841124,0
21,25,445,0.003841124,0
21,24.89,444,0.003824119,0
21,24.89,443,0.003824119,0
21,24.89,448,0.003824119,0
21.05,24.945,443,0.003844489,0
21.05,24.945,440,0.003844489,0
21,24.89,440,0.003824119,0
21.03333333,24.92666667,441,0.00383769,0
21.05,24.945,440.5,0.003844489,0
21.05,24.945,444.5,0.003844489,0
21.1,25,446,0.003864945,0
21.05,24.945,442.5,0.003844489,0
21,24.89,439,0.003824119,0
21.1,24.89,441,0.003847834,0
21.1,24.89,438.3333333,0.003847834,0
21.03333333,24.89,439.5,0.00383201,0
21.075,24.9725,440.75,0.003854707,0
21.03333333,24.92666667,437,0.00383769,0
21.1,24.945,440.5,0.00385639,0
21.1,24.9175,442.25,0.003852112,0
21.1,24.89,435,0.003847834,0
21.1,24.89,435.5,0.003847834,0
21.1,24.89,432,0.003847834,0
21.1,24.89,439.5,0.003847834,0
21.05,24.84,442.5,0.003828207,0
21.1,24.89,438.5,0.003847834,0
21.05,24.84,435.5,0.003828207,0
21.06666667,24.85666667,437.3333333,0.003834741,0
21.1,24.89,437,0.003847834,0
21.03333333,24.82333333,438,0.003821683,0
21.025,24.84,435,0.003822295,0
21,24.79,440,0.003808661,0
21,24.82333333,441.3333333,0.003813814,0
21,24.85666667,435,0.003818966,0
21,24.89,432,0.003824119,0
21,24.89,435.5,0.003824119,0
21,24.89,444,0.003824119,0
21,24.84,444.5,0.00381639,0
21,24.89,446,0.003824119,0
21,24.89,445,0.003824119,0
21,24.89,438.3333333,0.003824119,0
21,24.89,445.5,0.003824119,0
21,24.89,439,0.003824119,0
21,24.89,439,0.003824119,0
20.945,24.89,439.5,0.003811131,0
20.96333333,24.89,443.3333333,0.003815456,0
20.89,24.89,443.5,0.003798181,0
20.92666667,24.89,444,0.00380681,0
21,24.89,447.5,0.003824119,0
20.89,24.89,445.5,0.003798181,0
20.89,24.89,443,0.003798181,0
20.89,24.89,438,0.003798181,0
20.89,24.89,428,0.003798181,0
20.89,24.89,431,0.003798181,0
20.89,24.89,441,0.003798181,0
20.89,24.89,446,0.003798181,0
20.89,24.89,447,0.003798181,0
20.89,24.89,439,0.003798181,0
20.89,24.89,438.3333333,0.003798181,0
20.89,24.89,442,0.003798181,0
20.92666667,24.79,443.3333333,0.003791422,0
20.89,24.79,448,0.003782829,0
20.89,24.79,444.5,0.003782829,0
20.92666667,24.79,443.3333333,0.003791422,0
20.945,24.79,445,0.003795725,0
21,24.7,445,0.003794749,0
21,24.7,443.5,0.003794749,0
21,24.7,439,0.003794749,0
21,24.7,441.5,0.003794749,0
21,24.63333333,441.3333333,0.003784445,0
21,24.6,441,0.003779293,0
21,24.6,441,0.003779293,0
21,24.6,440,0.003779293,0
21,24.6,436,0.003779293,0
21,24.6,444,0.003779293,0
21,24.6,442,0.003779293,0
21,24.6,443.6666667,0.003779293,0
21,24.6,439.5,0.003779293,0
21,24.56666667,439.3333333,0.003774141,0
21,24.55,443.5,0.003771565,0
21,24.5,445,0.003763837,0
21,24.5,441.5,0.003763837,0
21,24.5,445,0.003763837,0
21,24.5,444.5,0.003763837,0
21,24.5,443.6666667,0.003763837,0
21,24.5,445.5,0.003763837,0
21,24.445,445,0.003755336,0
21,24.445,443.5,0.003755336,0
21,24.39,447,0.003746836,0
21,24.39,444,0.003746836,0
21,24.5,442.5,0.003763837,0
21,24.42666667,445,0.003752503,0
21,24.5,444,0.003763837,0
21,24.39,440,0.003746836,0
21,24.39,445.5,0.003746836,0
21,24.39,444.5,0.003746836,0
21,24.39,442.5,0.003746836,0
21,24.39,444,0.003746836,0
21,24.39,442,0.003746836,0
21,24.35666667,442.6666667,0.003741684,0
21,24.29,439,0.003731382,0
20.89,24.39,440,0.003721425,0
20.945,24.39,440,0.003734112,0
21,24.39,444,0.003746836,0
20.89,24.39,439.5,0.003721425,0
20.89,24.39,440,0.003721425,0
20.89,24.39,440,0.003721425,0
20.89,24.29,442,0.003706077,0
20.89,24.34,445,0.003713751,0
20.85666667,24.35666667,447,0.00370865,0
20.89,24.39,446,0.003721425,0
20.89,24.34,445,0.003713751,0
20.89,24.39,445,0.003721425,0
20.89,24.29,443,0.003706077,0
20.89,24.29,442,0.003706077,0
20.84,24.245,444,0.003687739,0
20.89,24.39,443.5,0.003721425,0
20.89,24.29,441,0.003706077,0
20.85666667,24.26,441,0.003693843,0
20.89,24.29,444,0.003706077,0
20.89,24.29,445.5,0.003706077,0
20.89,24.29,441,0.003706077,0
20.89,24.29,445.3333333,0.003706077,0
20.89,24.2,442,0.003692263,0
20.89,24.29,442,0.003706077,0
20.89,24.2,446.5,0.003692263,0
20.85666667,24.16666667,444.3333333,0.003679548,0
20.89,24.2,445.5,0.003692263,0
20.89,24.2,441.5,0.003692263,0
20.865,24.175,447.25,0.003682724,0
20.89,24.2,448,0.003692263,0
20.89,24.175,447.25,0.003688426,0
20.89,24.2,439,0.003692263,0
20.89,24.15,440,0.003684589,0
20.89,24.2,440,0.003692263,0
20.89,24.1,445,0.003676916,0
20.89,24,438,0.003661569,0
20.945,24,438.5,0.00367405,0
21,24,440,0.003686568,0
20.945,24,446,0.00367405,0
20.945,24,447,0.00367405,0
20.92666667,24,447,0.003669885,0
20.89,24,445,0.003661569,0
20.89,24,446.5,0.003661569,0
20.945,24,446,0.00367405,0
20.89,23.89,453,0.003644688,0
21,23.89,451,0.003669572,0
21,23.84,448.5,0.003661847,0
21,23.82333333,444.6666667,0.003659272,0
21,23.79,447,0.003654121,0
21,23.79,447,0.003654121,0
21,23.79,445,0.003654121,0
21,23.79,446.5,0.003654121,0
21,23.79,446.5,0.003654121,0
21,23.7675,442.25,0.003650645,0
21,23.79,443,0.003654121,0
21,23.79,443,0.003654121,0
20.96333333,23.79,442.3333333,0.003645846,0
20.89,23.79,444.5,0.003629343,0
20.89,23.73,443.3333333,0.003620137,0
20.9175,23.7225,446.5,0.003625149,0
20.89,23.7,449,0.003615533,0
20.89,23.7,449.5,0.003615533,0
20.89,23.6,448.5,0.00360019,0
20.89,23.7,446,0.003615533,0
20.89,23.6,446,0.00360019,0
20.89,23.6,444,0.00360019,0
20.89,23.6,443.3333333,0.00360019,0
20.89,23.63333333,441.6666667,0.003605304,0
20.89,23.6,449.5,0.00360019,0
20.89,23.6,448.5,0.00360019,0
20.89,23.6,450,0.00360019,0
20.89,23.6,448.5,0.00360019,0
20.945,23.6,446.5,0.00361246,0
20.89,23.6,452.5,0.00360019,0
20.89,23.6,451,0.00360019,0
20.945,23.5,450.6666667,0.003597065,0
20.89,23.5,449,0.003584847,0
20.945,23.5,449,0.003597065,0
20.945,23.5,448.5,0.003597065,0
20.89,23.5,452,0.003584847,0
20.89,23.5,444,0.003584847,0
20.89,23.5,443.5,0.003584847,0
20.89,23.5,446,0.003584847,0
20.89,23.5,449,0.003584847,0
20.92666667,23.5,448,0.003592988,0
20.89,23.5,448,0.003584847,0
20.89,23.5,449,0.003584847,0
20.945,23.5,443,0.003597065,0
20.89,23.5,444.25,0.003584847,0
20.89,23.5,445.3333333,0.003584847,0
20.89,23.5,444.5,0.003584847,0
20.89,23.5,446.5,0.003584847,0
20.89,23.445,446,0.003576408,0
20.89,23.445,448.5,0.003576408,0
20.89,23.39,450,0.00356797,0
20.89,23.445,450.5,0.003576408,0
20.89,23.5,448,0.003584847,0
20.89,23.5,448.3333333,0.003584847,0
20.89,23.445,446.5,0.003576408,0
20.89,23.5,442.5,0.003584847,0
20.89,23.5,440.5,0.003584847,0
20.89,23.5,443,0.003584847,0
20.89,23.5,453,0.003584847,0
20.89,23.42666667,450,0.003573596,0
20.89,23.445,451,0.003576408,0
20.89,23.39,452.3333333,0.00356797,0
20.89,23.445,448,0.003576408,0
20.89,23.39,448,0.00356797,0
20.84,23.395,446.5,0.003557712,0
20.89,23.39,449,0.00356797,0
20.84,23.34,446.5,0.0035493,0
20.89,23.39,448,0.00356797,0
20.89,23.39,450.5,0.00356797,0
20.89,23.39,450.5,0.00356797,0
20.84,23.34,448,0.0035493,0
20.89,23.39,448,0.00356797,0
20.89,23.34,451,0.003560299,0
20.865,23.2925,450,0.00354752,0
20.89,23.34,448.5,0.003560299,0
20.85666667,23.26,449.5,0.003540716,0
20.89,23.29,446,0.003552629,0
20.89,23.29,443,0.003552629,0
20.89,23.29,443,0.003552629,0
20.89,23.29,448,0.003552629,0
20.84,23.245,448.5,0.003534771,0
20.89,23.29,448.5,0.003552629,0
20.89,23.29,448,0.003552629,0
20.89,23.29,450.5,0.003552629,0
20.89,23.2,451,0.003538822,0
20.89,23.2,453,0.003538822,0
